hash,cadical_runtimes,cadical_elimfalse_runtimes,cadical_pripro_runtimes,cadical_stability_runtimes,candy_runtimes,glucose_chanseok_runtimes,glucose_runtimes,glucose_syrup_runtimes,glucose_var_decay099_runtimes,kissat_runtimes,kissat_sweep_runtimes,lingeling_runtimes,lstech_maple_runtimes,march_nh_runtimes,minisat__runtimes,relaxed__runtimes,slime_runtimes,yalsat_runtimes
25cc054738293c0d9377d7b72b78a341,2495.39,timeout,2937.40,2272.04,timeout,timeout,timeout,19145.19,timeout,2665.67,3187.67,timeout,timeout,timeout,4232.42,timeout,timeout,timeout
25cfa39c61494e9e793f6c6a9ec44be3,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
2606766cde35eb67db1aa1c0b9574e59,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
262ba88b7b11338ab81938c1dfe8dac7,2.09,2.09,1.89,2.39,6.39,3.99,3.99,12.47,3.79,27.19,28.18,195.38,15.69,timeout,3.50,50.89,60.39,timeout
263457bc6aafa3b1f5999bc2ddfe3caf,45.87,162.29,51.09,62.79,467.35,144.59,69.49,174.71,90.18,54.98,54.89,63.59,55.68,767.96,98.59,64.49,61.89,timeout
269f04881962a72af8caa9672d740036,41.98,75.38,39.69,17.29,37.50,57.79,54.28,33.01,66.08,67.18,43.48,118.98,29.69,timeout,61.78,39.99,36.99,timeout
26e9e6f76821074fec971ba27aae0bea,timeout,1276.51,4082.91,timeout,1973.68,2854.90,221.38,8760.12,4708.13,timeout,878.63,764.96,timeout,timeout,2781.72,3947.71,206.30,timeout
273d42b3d97294b660745c7bc632474e,timeout,1640.44,timeout,2029.56,timeout,timeout,timeout,timeout,timeout,3071.91,629.56,timeout,577.97,timeout,timeout,788.87,3809.88,timeout
276c46723eeb15ec37be224fbbd67574,800.13,timeout,timeout,timeout,4616.45,timeout,timeout,15910.67,timeout,timeout,timeout,3971.27,4059.89,timeout,timeout,3605.75,timeout,timeout
27910179710bda7747c98bf10ce9a5a3,1.09,1.19,1.19,1.09,329.47,340.38,719.36,720.29,486.12,568.76,88.48,482.37,118.58,7.09,789.44,311.57,181.08,timeout
27b173aef6d0ad54e7ab7babb018b49b,555.77,611.35,677.65,1375.69,1639.10,709.07,1055.26,6316.89,1427.33,703.94,180.08,1870.50,1294.83,571.16,2107.69,906.94,249.77,timeout
27ca42e701ceee63c85ebcb040893b83,1394.64,808.27,425.18,1402.65,606.35,248.79,3980.19,4755.37,661.09,2040.31,1119.19,timeout,1662.24,timeout,191.48,timeout,933.06,timeout
28792301119a25fb8edec6cde91eee21,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,1116.20,timeout,1905.33,4821.34,1673.41,timeout
28a4a5d2789d9f6a2f0367ab7e344817,0.09,0.09,0.09,0.09,1.19,0.49,0.49,1.54,0.59,1.09,1.99,17.89,3.59,0.39,0.69,8.49,9.09,timeout
28aeefb8abe1d29211552650e14e7579,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
2925ee90763e08b2f7e79c7c713c86b9,317.68,1004.02,1007.54,1255.55,timeout,263.88,422.47,2005.10,283.87,387.36,256.95,865.07,340.17,timeout,1499.52,305.56,355.27,timeout
2968f33b6a38f33bf119711d55053d01,2317.80,timeout,3359.29,3759.76,timeout,timeout,timeout,timeout,timeout,3135.98,3288.33,timeout,timeout,timeout,4991.41,timeout,timeout,timeout
29b7d5a498eff7a98fcd03a273eaeba3,1204.40,879.26,2589.89,3199.31,4219.92,timeout,timeout,timeout,timeout,2480.28,1407.01,timeout,1118.31,timeout,timeout,1438.81,2174.09,timeout
29e101b66dfddb440e974b9feec5b1aa,173.26,167.18,212.68,214.47,timeout,2718.85,117.39,30.02,timeout,49.79,52.79,293.68,204.47,timeout,1703.21,498.36,204.88,timeout
2a0b27b48cde394ba99cc0a0e3737fc6,1446.46,2576.60,1014.15,1287.15,timeout,timeout,timeout,16736.14,timeout,691.65,619.55,timeout,timeout,timeout,timeout,timeout,timeout,timeout
2a0f12ac393b2fb15f0dcc45c00e7434,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
2a576a22d6ed0abacbfe4749e1027149,timeout,timeout,timeout,timeout,timeout,4918.48,timeout,15217.26,1773.94,timeout,timeout,timeout,4003.78,timeout,timeout,timeout,timeout,timeout
2a6f21741efb8f8abbfdfe30f22ba9f8,1822.34,1926.41,1314.96,1903.70,2527.04,3275.70,1636.22,9220.46,2046.79,1332.00,1386.43,3829.09,412.37,timeout,timeout,393.62,512.46,timeout
2aa9ba5367ebfd86f2031a2b80438bdd,20.59,82.59,42.68,90.08,19.09,8.79,12.69,15.37,6.79,21.39,16.29,78.68,30.79,3.89,123.89,30.18,20.79,timeout
2ae0c3508d66560f75c48eb3fc360bb1,1766.63,3666.57,1369.23,2173.19,4265.49,timeout,timeout,13550.12,timeout,1597.13,1728.90,3864.07,2455.41,timeout,1872.19,4895.00,timeout,timeout
2ba50be551d72853ba662e11371b24c1,1109.10,616.56,846.45,1152.66,308.96,181.98,160.68,353.19,170.07,346.87,303.07,361.53,313.38,timeout,531.26,393.78,554.76,timeout
2bc7ccca948bdf8941d1d19fce12c16c,timeout,timeout,timeout,timeout,timeout,3258.89,3437.83,timeout,timeout,timeout,206.78,timeout,999.05,timeout,timeout,962.26,3531.28,timeout
2bcfabf8d713e0760fba4c6629753fbb,1.69,1.70,17.98,19.09,12.38,7.49,15.69,36.25,44.79,35.39,21.89,88.69,26.69,5.19,13.49,26.19,29.79,timeout
2beaef5841d80abd75865e5a2c27e2fa,29.59,14.59,4.69,3.69,6.79,4.39,1.39,17.56,5.79,14.39,9.38,46.08,37.49,2.39,8.39,36.39,18.40,timeout
2d584497fd24ae14815ddfe3a53f5464,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
2dcc525ccb3eb88be9dcd4fbed1bab6c,7.19,6.39,8.59,6.79,timeout,timeout,timeout,10.57,timeout,timeout,timeout,50.49,9.89,timeout,timeout,130.37,79.69,timeout
2dd2843e84e1c73b9a3fd45d4f13a2fa,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
2e425e75bd968a05ca267c87177ba592,timeout,3983.25,timeout,timeout,timeout,timeout,2401.53,13817.95,3391.29,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
2e6665e09a074c42b68cb142a635344d,659.57,1220.65,349.44,689.36,725.75,470.51,479.34,1298.87,436.57,815.65,814.34,1658.76,810.06,timeout,3382.58,870.16,891.66,timeout
2e6b2cddbb72c8c23d9f411b5e2fdcaf,1085.26,timeout,2839.12,257.08,timeout,411.38,timeout,16081.52,1353.64,4130.71,timeout,2246.97,1212.01,timeout,3467.96,timeout,timeout,timeout
2e8985e9103ac6593d2f8c2b168f28b0,41.59,117.98,64.29,33.39,14.69,19.89,14.49,49.47,14.69,44.58,25.19,114.09,44.79,66.99,69.89,66.09,42.39,timeout
2eccd163fc5fff906d03d1186336a91e,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
2f62c568f4b9bf1f93b2c678cfd877f2,timeout,3854.48,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,1103.65,timeout,timeout,timeout,timeout,timeout
2fca126d2465aa324fccb0714064cd2c,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
2fd5b95206bcb7d829680ec2a50d7a6f,4.19,2.39,4.99,6.69,1.99,1.29,0.50,1.93,0.79,3.29,4.49,19.69,5.09,0.49,1.69,13.09,10.69,timeout
30c44e6084a893593d64d500551872cb,1184.92,1361.86,1829.45,1292.77,4484.99,2455.28,timeout,2345.26,1417.23,2016.26,1832.90,1325.73,258.79,timeout,2790.26,142.38,3135.93,timeout
30e8b47741a4104c01eeea1d00bbce9e,822.06,3823.99,701.16,791.67,655.86,283.30,271.10,488.46,220.67,490.16,478.95,timeout,2180.08,timeout,4224.57,1209.72,1337.23,timeout
31311e688a1ec28c827c0878786e3c18,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
31424080f64cfbd663f27fb330db7e22,0.00,0.00,0.00,0.00,7.69,2.89,2.89,3.28,2.89,0.00,0.00,2.09,3.09,0.19,2.59,3.09,2.99,0.00
314b63e5b44a2c441e10d197f797e18b,3112.61,timeout,3139.09,2615.13,timeout,timeout,timeout,9678.53,timeout,498.71,716.58,3326.21,timeout,timeout,timeout,timeout,4042.06,timeout
316e22c7acf697be27514ffda0381ebc,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,2385.17,timeout,timeout,timeout,timeout,timeout
3172c7aa65ec5cdb63e4f2d82cf8f0ac,timeout,4892.94,timeout,timeout,timeout,1013.32,303.37,timeout,timeout,timeout,timeout,timeout,26.69,timeout,timeout,3778.77,1589.75,timeout
3198bf396bbf9fbf335513f05293275e,22.29,320.28,63.29,42.29,3457.21,653.10,384.09,450.87,886.35,24.19,52.92,2112.10,106.29,timeout,82.98,86.99,292.48,timeout
31baef6607ced2d80be0c89536fe00a7,3787.62,timeout,3448.04,3639.98,timeout,timeout,timeout,timeout,timeout,2836.64,3173.04,timeout,4756.84,timeout,timeout,timeout,timeout,timeout
31c4aacd83bfd2aa7a9762a5b463b992,1.69,1.69,1.49,1.89,timeout,2480.59,2393.74,2918.99,2557.11,1.19,1.19,654.48,2585.91,58.99,2080.81,2617.05,2596.51,0.40
31cdfe2c64b3d877c4cce7b8bff8ae68,939.65,641.40,3390.30,timeout,timeout,timeout,timeout,timeout,timeout,349.47,timeout,604.07,timeout,timeout,timeout,3927.09,timeout,timeout
31e9cd07f730b20faa7c3d0f1ba2ea2e,52.08,52.08,70.68,57.59,65.59,386.98,525.08,3119.99,722.93,27.38,17.39,937.36,53.19,timeout,341.56,266.17,162.98,timeout
324b2441c6f1fa9d5f3cf3a4c8447fc7,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
326d2f05b98c9f3d14112c6bc07da792,19.09,36.00,57.78,48.29,53.09,68.69,3.79,97.01,32.98,11.39,18.19,78.07,28.59,62.99,8.39,39.58,19.49,timeout
327479b90e9ab90de5964edd2bafb274,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
32a7129c1bf7922f8cfa7748db5b5268,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
32e77b54836af7f04f33aa8a7ebbe4ca,201.97,255.48,337.38,timeout,timeout,timeout,598.57,9009.26,1301.25,682.96,272.97,3711.19,528.56,timeout,160.58,144.19,1360.64,timeout
3334919f6e241ce87c5b91ed90fc0c1c,4081.43,3862.21,3096.80,4065.80,timeout,timeout,3698.44,6755.33,timeout,1568.79,1581.64,timeout,timeout,timeout,timeout,timeout,timeout,timeout
33368ccc2d21563383811dbfa9aa0973,2773.49,1362.94,2498.98,496.47,2522.17,1487.85,298.07,1283.07,117.49,514.57,1003.85,timeout,1990.12,3004.59,806.66,2863.69,960.36,timeout
334aa882de28856fc8c75885285d2a3c,1377.14,1561.65,1935.35,1422.49,4363.41,timeout,timeout,15138.25,timeout,2058.22,2060.11,2256.50,timeout,timeout,timeout,timeout,timeout,timeout
3354c5f91c523cfc42dab6a40129d102,timeout,3572.50,timeout,timeout,timeout,timeout,timeout,timeout,timeout,2106.81,2268.76,timeout,2046.19,timeout,timeout,504.97,681.67,timeout
3376b5ad61728464669c5a064691ec44,0.09,0.10,0.09,0.10,0.89,0.49,0.59,1.52,0.49,0.60,0.59,14.99,3.48,0.69,0.59,8.39,8.89,timeout
338bbefd31a527548666d5cee1aadaeb,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
33b0a39f23264c046e04a70d01c8c365,242.08,777.27,336.35,257.07,279.37,60.19,65.09,264.22,48.09,68.59,63.19,274.28,204.58,timeout,102.39,172.58,168.08,timeout
33e82a3b6df2b2b63291775c0133a32f,1.19,1.19,0.98,1.19,3492.08,1995.82,1889.45,2570.26,1863.24,0.59,0.59,148.89,2326.14,366.18,1821.71,2635.80,2396.22,timeout
344582a95581400eeb40e143633c2d4a,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
347a9ea5beecd2a0ac5705cb3be58b8d,1692.48,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
34b1b24d9020589c27a1629db3404f27,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
34c4f43536cffc580a87e655b4100332,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
35194d154e699cf9084c280b418c525e,63.78,55.28,31.19,74.79,5.89,8.69,66.29,51.98,11.48,10.39,31.49,160.49,7.39,timeout,11.18,15.29,31.29,timeout
3546ac9da7b445d5484f5dfa1e83e2c1,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
36503f7af8c8352b64ec2104cd2499c5,4730.05,timeout,timeout,timeout,3350.31,timeout,timeout,11991.64,timeout,456.77,timeout,3645.23,570.77,timeout,3366.74,timeout,1790.31,timeout
368e1120462a3cf25f540536fc204d53,25.99,16.19,3.29,64.89,16.59,24.99,5.49,65.44,18.59,26.48,32.59,80.99,56.09,timeout,21.68,40.86,33.79,timeout
36c02f64976f4c45a9e6bfb361d08316,3532.75,3879.30,2764.43,4055.43,timeout,timeout,3837.46,5379.35,timeout,1741.48,1597.68,timeout,timeout,timeout,timeout,timeout,timeout,timeout
aa7fee545469fece616d857cfbf6dcc1,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
374d7a025fd4bb339003a338dae21521,1536.85,timeout,timeout,timeout,timeout,timeout,timeout,2114.37,timeout,timeout,timeout,timeout,3819.28,timeout,timeout,timeout,timeout,timeout
375b0bb96005020dea369b22f85ed8f5,38.58,35.99,45.88,38.59,329.27,420.68,467.97,1300.11,218.18,9.79,10.19,3.79,16.69,1782.90,60.29,16.59,45.98,timeout
376fa5669a710c95b0b8d4c7a798f9f0,8.59,135.89,205.08,177.09,42.99,100.48,2227.84,3784.80,9.49,278.08,102.19,1220.74,194.58,timeout,303.38,87.88,739.27,timeout
37b741233eb518561ab2c699fd368e1d,236.47,237.28,6.29,147.98,1183.00,timeout,263.66,2205.95,426.86,439.27,156.68,477.57,59.98,8.80,785.87,125.98,162.35,timeout
37d91934e9534f7c2f770adc1a651458,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
3859d592ef722f4f6e6a204a8f7fb30e,timeout,timeout,4173.58,timeout,timeout,timeout,4706.18,timeout,4674.29,timeout,2444.40,timeout,1000.34,timeout,timeout,2912.86,2508.06,timeout
38ad1c44716f1afab7ce8342e00e53af,10.39,17.09,14.19,10.39,55.89,93.48,283.28,614.86,34.09,5.19,7.09,595.44,27.89,timeout,1298.23,22.49,25.08,timeout
39817f63ea7fa6d90b1cf245fbd54ca8,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
39a540699238974e7080cf5a8011eba8,3.09,6.08,4.79,4.39,1.39,0.80,1.80,6.51,2.69,2.59,1.20,10.70,8.19,8.69,0.19,16.10,8.70,timeout
39ad133b95ca87ca0842d3b4d17ec926,2918.90,2620.11,1581.52,870.65,1281.03,524.27,1023.96,2030.02,1218.44,1889.50,2286.09,1033.74,661.14,timeout,timeout,1032.64,810.69,timeout
39c768d18b13569f65149dc57097c7d7,8.89,13.29,20.29,10.69,3.29,5.69,2.39,8.81,2.69,13.99,10.49,52.69,12.89,0.99,1.89,27.79,24.89,timeout
39ddf7ac50ce92b12cda7a959f425fe4,timeout,timeout,timeout,timeout,timeout,1901.19,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
3a056c22c4a96fd8092dd548dca92610,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,4714.45,timeout,timeout,timeout,timeout,timeout
3a25b81321d6803d68766bd710bc22d0,timeout,timeout,timeout,timeout,timeout,timeout,4120.71,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
3a2af2a7aac25e166867884d30bf6dbc,28.89,50.09,31.78,31.69,31.99,11.49,13.08,28.70,11.99,16.39,14.40,51.58,30.18,timeout,13.89,35.79,44.29,timeout
3a5b16dc1c1eb53c2465905d6d3343b7,116.98,134.28,112.49,286.18,2667.65,1181.24,3538.08,7940.05,timeout,277.47,134.38,134.98,1840.03,timeout,timeout,2207.17,1333.61,timeout
3a81b9d45f7bdbe5fec702d1f1aa5c12,1.39,1.39,1.39,1.19,timeout,2555.97,2293.24,3683.99,2456.17,0.60,0.69,263.07,2856.75,522.07,2333.50,2860.51,2907.73,timeout
3aef3d8d02941ba7ddb18adc128259ae,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
3b42641abd82ff35cbfe690b669d2829,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,189.29,timeout,timeout,253.99,230.98,timeout
3b69c3bff01853a2853ab74e67075a57,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
3b784f7f6fab6c024647a18855f6edaf,192.18,2186.70,264.37,1016.26,845.34,timeout,timeout,2986.74,timeout,91.98,90.98,4289.40,668.26,timeout,timeout,223.09,257.28,timeout
3b93990f0fb36f08f2f735625feca9c0,196.88,832.47,178.39,117.99,570.37,53.28,202.88,574.70,194.36,799.05,95.88,317.17,76.89,518.87,53.39,54.38,457.08,timeout
3baf1eb7a5a42b45a11b8de5422001e5,55.19,35.58,43.39,48.19,286.18,27.09,15.29,34.00,32.59,47.39,18.39,73.69,60.99,timeout,73.59,30.29,42.59,timeout
3bdc1cbc7fde3c8f1ca958dc82a75b72,timeout,2106.73,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
3c15c8fb5153b9d758a9eb16c66adc5d,65.29,4334.75,78.48,4379.24,timeout,timeout,timeout,timeout,948.16,64.89,142.09,1473.08,2678.72,17.79,timeout,1226.66,517.87,11.40
3c3e9221a6b2cfc052f5bc8740a94195,127.49,16.39,226.18,62.18,44.69,138.77,57.49,191.83,90.68,23.48,72.39,134.57,153.16,timeout,118.87,141.08,140.07,timeout
3c7565c7461c543371f73367ae854379,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
3ca654a8d2a8961fc60d968126276de6,516.57,1482.66,228.07,88.89,31.88,279.98,293.17,3136.65,52.69,107.28,149.88,100.68,4039.98,timeout,4.79,52.19,166.68,timeout
3cf8258815f83de7e99b1655df03fbaa,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
3cff772a004fbdf616a65ec099ec7bd5,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
3d6d0acfaf4df8e3f282b580d97af17c,2622.21,229.28,223.46,1474.67,304.79,647.79,296.28,1354.16,62.49,438.36,98.88,322.87,118.38,509.28,819.76,491.92,103.99,86.69
3d8792b5f559f33ea583a09c33f683b1,1515.44,1876.71,114.68,2614.74,2173.66,timeout,timeout,timeout,timeout,2892.22,303.08,3228.63,timeout,timeout,timeout,timeout,timeout,timeout
3dbec93f8c175baca8de46833656c7bf,timeout,timeout,1347.43,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,2583.57,timeout
3dd4302478db90092c889a6db40ada5c,92.69,2734.21,694.15,99.59,timeout,timeout,timeout,timeout,timeout,81.79,640.07,timeout,14.08,timeout,timeout,timeout,1772.88,timeout
3ddd3b75dd191d20bc4e71e668686302,1068.55,50.19,244.86,625.05,431.77,327.90,472.77,382.24,59.18,41.38,125.98,260.18,494.87,483.17,302.87,787.25,1233.25,timeout
3e40fa8f358f7cd6fa72f3826d2cc74d,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
3e484a82136768ef3f36517dfdb509d6,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
3e5d8b51bbb8d636a451ddf73005d3e6,0.29,0.29,0.29,0.29,1.89,1.39,1.49,4.35,2.19,3.29,1.49,32.48,0.47,0.99,1.39,0.54,0.49,timeout
3e96366377609cee6591ddc52691ecca,24.99,13.59,24.99,25.58,timeout,73.49,644.06,281.69,timeout,122.78,135.78,timeout,24.39,timeout,154.89,96.58,44.09,timeout
3edf32e4a985b9b49a301b3824c383de,376.29,238.29,182.86,408.18,127.98,45.49,96.79,167.28,25.89,103.36,413.87,325.67,137.19,253.57,47.19,402.97,67.69,timeout
3ef6eac7df8ab09227051d8c3f33c415,timeout,timeout,4670.81,timeout,timeout,timeout,timeout,timeout,timeout,4170.22,4255.42,timeout,958.35,timeout,timeout,975.75,219.75,timeout
3f4aa133480946267af3789508adb53f,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
3f8635f474f26eed1c88c81c49f8a93a,16.09,11.59,8.99,3.79,3.79,1.09,2.48,7.96,2.99,12.59,11.69,41.29,12.59,0.89,1.89,20.39,28.89,timeout
3f9fdded562e5b47d8b3dbcf4271a6ce,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
3fb5b08588fbd72ba77a9ba019a4d981,17.29,95.89,29.98,42.59,5.49,82.18,13.69,35.06,52.18,15.59,7.89,16.79,53.78,timeout,2.29,29.48,17.08,timeout
3ff0aaf7d120d1df3694489ba0432048,17.89,15.89,12.39,16.39,9.79,2.79,2.58,14.76,11.49,9.59,6.99,22.99,8.89,6.69,7.09,24.39,39.69,timeout
401ba5184762fbcf2f0b9442e9616601,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
4106867bc76b8794330a205cf8a303ad,timeout,timeout,timeout,timeout,3306.15,3663.00,3944.96,11764.55,4205.07,802.95,1238.42,3848.26,timeout,timeout,timeout,timeout,timeout,timeout
412a0fb28a9a6cfffce9e867e855edae,6.19,11.29,7.19,9.19,2.89,0.49,0.79,6.56,2.49,3.90,4.79,14.19,10.49,0.99,6.19,17.99,9.47,timeout
41d15591fed06eb2e4e2f9ace5de25e9,2743.91,3751.91,1703.99,2608.64,timeout,timeout,timeout,timeout,timeout,2631.31,2539.08,4114.69,timeout,timeout,timeout,timeout,4721.06,timeout
4202559d235e01d65030b189ff72ccc3,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,3047.65,timeout,timeout
423de12e26e0a8e2957374e7cd63004d,61.09,45.39,78.09,191.08,250.97,55.98,100.48,465.39,254.87,73.28,127.18,573.97,30.69,5.79,271.07,100.99,37.69,timeout
428aeb7ae791b2b56cf9305bd13b11cc,281.86,430.78,241.88,327.18,192.47,79.57,59.48,303.17,46.79,119.79,99.29,228.58,112.59,timeout,101.29,167.58,183.18,timeout
